id,real_monthly_payment,monthly_difference,difference_surplus,class,total_credits,delinquency_accounts,current_accounts,current_accounts_percentage,delinquency_accounts_percentage,worst_delinquency,worst_delinquency_past_due_balance,credit_limit,maximum_number_of_credit_payments
32,44324.0,-4681290,-4725614.0,1,51,10,41,80.3921568627451,19.607843137254903,57.0,6714.0,97592.0,24.0
33,16342.0,-209570,-225912.0,1,5,2,3,60.0,40.0,3.0,4018.0,201276.0,36.0
34,114721.0,-40770,-155491.0,0,15,6,9,60.0,40.0,13.0,66275.0,25800.0,90.0
35,1250.0,-92851,-94101.0,1,23,2,21,91.30434782608695,8.695652173913043,5.0,1100.0,317235.0,36.0
36,0.0,-1460,-1460.0,1,1,0,1,100.0,0.0,0.0,0.0,0.0,60.0
37,7736.0,126117,118381.0,1,9,1,8,88.88888888888889,11.11111111111111,1.0,576.0,256089.0,360.0
38,145211.5,-119160,-264371.5,1,18,2,16,88.88888888888889,11.11111111111111,11.0,12144.0,295519.0,360.0
39,29284.0,-13542,-42826.0,1,6,0,6,100.0,0.0,0.0,0.0,20000.0,0.0
40,13744.0,-718065,-731809.0,1,15,2,13,86.66666666666667,13.333333333333334,13.0,0.0,321281.0,150.0
41,223172.0,128358,-94814.0,0,18,8,10,55.55555555555556,44.44444444444444,13.0,220798.0,4451.0,37.0
42,52891.0,639,-52252.0,0,9,6,3,33.33333333333333,66.66666666666666,84.0,8410.0,21609.0,48.0
43,2445.0,188220,185775.0,1,15,1,14,93.33333333333333,6.666666666666667,1.0,924.0,145000.0,36.0
44,153026.0,309024,155998.0,0,37,16,21,56.75675675675676,43.24324324324324,8.0,3184.0,48500.0,48.0
45,69853.0,-836517,-906370.0,1,33,3,30,90.9090909090909,9.090909090909092,2.0,1337.0,28065.0,36.0
46,264746.0,-280757,-545503.0,0,223,19,204,91.4798206278027,8.520179372197308,84.0,54243.0,21609.0,54.0
47,145857.0,10588158,10442301.0,1,18,0,18,100.0,0.0,0.0,0.0,166727.0,360.0
48,32236.0,171912,139676.0,1,39,0,39,100.0,0.0,0.0,0.0,165270.0,360.0
49,2753.0,888701,885948.0,1,1,0,1,100.0,0.0,0.0,0.0,54050.0,0.0
50,29097.0,-1624205,-1653302.0,0,55,2,53,96.36363636363636,3.6363636363636362,63.0,9649.0,0.0,25.5
51,6852.0,105365,98513.0,1,5,0,5,100.0,0.0,0.0,0.0,70000.0,0.0
52,133967.0,-144,-134111.0,0,8,4,4,50.0,50.0,84.0,47956.0,47956.0,120.0
53,1137.0,-833247,-834384.0,1,9,1,8,88.88888888888889,11.11111111111111,4.0,697.0,212720.0,53.0
54,7256.0,71588,64332.0,1,11,1,10,90.9090909090909,9.090909090909092,1.0,400.0,153308.0,360.0
55,1588.0,28251,26663.0,0,3,2,1,33.33333333333333,66.66666666666666,13.0,3440.0,20000.0,12.0
56,42964.0,-830664,-873628.0,0,72,14,58,80.55555555555556,19.444444444444446,13.0,5058.0,66000.0,18.0
57,6482.0,-332676,-339158.0,1,6,0,6,100.0,0.0,0.0,0.0,147600.0,36.0
58,8768.0,-172128,-180896.0,1,11,0,11,100.0,0.0,0.0,0.0,26000.0,60.0
59,4135.0,-308406,-312541.0,1,14,1,13,92.85714285714286,7.142857142857142,1.0,1469.0,30067.0,12.0
60,6048.0,-840,-6888.0,1,2,0,2,100.0,0.0,0.0,0.0,173343.0,60.0
61,21460.0,109584,88124.0,0,16,4,12,75.0,25.0,13.0,5958.0,767600.0,24.0
62,7372.0,-289600,-296972.0,1,10,0,10,100.0,0.0,0.0,0.0,165343.0,48.0
63,24116.0,7843,-16273.0,0,11,5,6,54.54545454545454,45.45454545454545,41.0,172465.0,173190.0,60.0
64,14018.0,190890,176872.0,1,9,0,9,100.0,0.0,0.0,0.0,52000.0,36.0
65,56448.0,1681900,1625452.0,0,10,2,8,80.0,20.0,13.0,5385.0,214866.0,48.0
66,26902.0,-39258,-66160.0,0,18,3,15,83.33333333333334,16.666666666666664,15.0,3489.0,25004.0,13.0
67,9789.0,-121231,-131020.0,1,11,0,11,100.0,0.0,0.0,0.0,148862.0,120.0
68,25095.0,130020,104925.0,0,22,6,16,72.72727272727273,27.27272727272727,13.0,21130.0,10000.0,25.5
69,31111.0,211554,180443.0,0,46,8,38,82.6086956521739,17.391304347826086,7.0,6170.0,13659.0,16.25
70,11841.0,-217008,-228849.0,1,8,0,8,100.0,0.0,0.0,0.0,30200.0,12.0
71,210754.0,46087,-164667.0,0,17,2,15,88.23529411764706,11.76470588235294,13.0,163716.0,214233.0,132.0
72,39893.0,257268,217375.0,1,12,0,12,100.0,0.0,0.0,0.0,66900.0,59.5
73,6886.0,-26103,-32989.0,1,21,5,16,76.19047619047619,23.809523809523807,1.0,1348.0,233734.0,360.0
74,45473.0,1126048,1080575.0,0,22,9,13,59.09090909090909,40.909090909090914,26.0,10220.0,20074.0,20.0
75,37870.0,-13782,-51652.0,0,6,1,5,83.33333333333334,16.666666666666664,13.0,13839.0,10192.0,1.0
76,17836.0,-100342,-118178.0,0,22,5,17,77.27272727272727,22.727272727272727,7.0,5447.0,82000.0,36.0
77,9793.0,-251950,-261743.0,1,10,0,10,100.0,0.0,0.0,0.0,142814.0,24.0
78,14175.0,-34842,-49017.0,0,6,3,3,50.0,50.0,13.0,15576.0,21609.0,36.0
79,49663.0,67844,18181.0,0,14,2,12,85.71428571428571,14.285714285714285,84.0,5085.0,21609.0,36.0
80,5061.0,-871750,-876811.0,0,25,2,23,92.0,8.0,11.0,4830.0,192682.0,60.0
81,40868.0,4287200,4246332.0,1,46,0,46,100.0,0.0,0.0,0.0,625837.0,1000.0
82,19272.0,-90458,-109730.0,0,31,4,27,87.09677419354838,12.903225806451612,13.0,14115.0,153754.0,36.0
83,6544.0,-102702,-109246.0,1,6,0,6,100.0,0.0,0.0,0.0,389372.0,72.0
84,11080.0,-1045,-12125.0,0,5,4,1,20.0,80.0,13.0,11080.0,11080.0,1.0
85,600.0,-3569918,-3570518.0,1,22,5,17,77.27272727272727,22.727272727272727,6.0,13770.0,17600.0,18.0
86,11881.0,-67925,-79806.0,1,11,0,11,100.0,0.0,0.0,0.0,211680.0,48.0
87,47528.0,2278876,2231348.0,1,262,6,256,97.70992366412213,2.2900763358778624,1.0,2684.0,93301.0,36.0
88,17133.0,-103725,-120858.0,1,15,1,14,93.33333333333333,6.666666666666667,13.0,9448.0,171911.0,360.0
89,32333.0,14416,-17917.0,1,17,1,16,94.11764705882352,5.88235294117647,1.0,1372.0,146000.0,36.0
90,21452.0,883728,862276.0,1,17,2,15,88.23529411764706,11.76470588235294,2.0,4371.0,38999.0,60.0
91,49960.0,-344230,-394190.0,1,10,3,7,70.0,30.0,13.0,39810.0,199892.0,360.0
92,50548.0,4202,-46346.0,0,2,1,1,50.0,50.0,84.0,12637.0,7500.0,0.0
93,10593.0,-38496,-49089.0,0,16,5,11,68.75,31.25,6.0,1287.0,228898.0,360.0
94,193.0,154080,153887.0,1,8,0,8,100.0,0.0,0.0,0.0,50000.0,120.0
95,24504.0,-603152,-627656.0,1,16,0,16,100.0,0.0,0.0,0.0,400000.0,90.0
96,16344.0,-12975,-29319.0,0,3,3,0,0.0,100.0,,,130393.0,60.0
97,12044.0,3264219,3252175.0,0,27,18,9,33.33333333333333,66.66666666666666,7.0,2246.0,49613.0,24.0
98,15917.0,-1380925,-1396842.0,1,25,1,24,96.0,4.0,1.0,2640.0,377000.0,36.0
99,0.0,-9873,-9873.0,0,3,0,3,100.0,0.0,0.0,0.0,4000.0,0.0
100,37530.0,745745,708215.0,0,13,4,9,69.23076923076923,30.76923076923077,20.0,11407.0,10008.0,19.5
101,14900.0,-11820,-26720.0,0,6,1,5,83.33333333333334,16.666666666666664,13.0,13953.0,20000.0,0.0
102,56617.0,-42834,-99451.0,0,6,5,1,16.666666666666664,83.33333333333334,84.0,17988.0,17988.0,18.0
103,21361.0,355412876,355391515.0,1,91,1,90,98.9010989010989,1.098901098901099,9.0,8155.0,370000.0,360.0
104,25978.0,196248,170270.0,0,24,5,19,79.16666666666666,20.833333333333336,13.0,10626.0,21609.0,12.0
105,10235.0,476,-9759.0,0,2,0,2,100.0,0.0,0.0,0.0,0.0,1.0
106,1369.0,-2318,-3687.0,1,19,1,18,94.73684210526315,5.263157894736842,11.0,2240.0,100000.0,36.0
107,3691.0,-147992,-151683.0,1,4,0,4,100.0,0.0,0.0,0.0,280729.0,72.0
108,0.0,159348,159348.0,1,7,0,7,100.0,0.0,0.0,0.0,5357.0,1.0
109,1159.0,189688,188529.0,1,4,0,4,100.0,0.0,0.0,0.0,49000.0,1.0
110,18557.0,-33180,-51737.0,0,7,2,5,71.42857142857143,28.57142857142857,13.0,9127.0,14406.0,18.0
111,23636.666666666664,1993572,1969935.3333333333,0,18,3,15,83.33333333333334,16.666666666666664,1.0,2898.0,500000.0,6.5
112,15790.0,8844,-6946.0,1,22,2,20,90.9090909090909,9.090909090909092,1.0,1711.0,97000.0,60.0
113,103398.0,84861,-18537.0,1,21,1,20,95.23809523809523,4.761904761904762,13.0,10220.0,20000.0,36.0
114,4273.0,-10100,-14373.0,0,5,0,5,100.0,0.0,0.0,0.0,7000.0,900.0
115,28742.0,99088,70346.0,0,22,6,16,72.72727272727273,27.27272727272727,9.0,6645.0,20000.0,37.0
116,340042.0,69060,-270982.0,0,20,5,15,75.0,25.0,13.0,11113.0,315604.0,360.0
117,26553.0,-250736,-277289.0,1,16,5,11,68.75,31.25,35.0,13138.0,203578.0,360.0
118,823242.0,-252630,-1075872.0,1,7,1,6,85.71428571428571,14.285714285714285,1.0,2663.0,36000.0,36.0
119,21864.0,2983,-18881.0,0,19,0,19,100.0,0.0,0.0,0.0,71624.0,360.0
120,195838.0,5512,-190326.0,0,13,3,10,76.92307692307693,23.076923076923077,84.0,1509.0,50001.0,13.0
121,5550.0,-36048,-41598.0,1,48,0,48,100.0,0.0,0.0,0.0,130000.0,900.0
122,75336.0,-1817895,-1893231.0,1,51,29,22,43.13725490196079,56.86274509803921,13.0,13255.0,127965.0,360.0
123,25920.0,2841328,2815408.0,1,14,0,14,100.0,0.0,0.0,0.0,12087.0,30.0
124,1102.0,-664930,-666032.0,1,10,1,9,90.0,10.0,1.0,1.0,77000.0,1.0
125,18916.0,-611184,-630100.0,1,51,19,32,62.745098039215684,37.254901960784316,6.0,402.0,357018.0,1000.0
126,39408.0,-1940687,-1980095.0,1,59,7,52,88.13559322033898,11.864406779661017,8.0,688.0,424625.0,48.0
127,1502.0,777156,775654.0,0,4,2,2,50.0,50.0,31.0,4801.0,2760.0,24.0
128,96904.0,-192570,-289474.0,1,5,0,5,100.0,0.0,0.0,0.0,75000.0,1.0
129,23273.0,1844220,1820947.0,1,30,5,25,83.33333333333334,16.666666666666664,9.0,1342.0,856000.0,90.0
130,3084575.0,-967842,-4052417.0,0,54,10,44,81.48148148148148,18.51851851851852,13.0,258801.0,350400.0,119.0
131,11415.0,-25279,-36694.0,1,17,7,10,58.82352941176471,41.17647058823529,1.0,1485.0,115405.0,360.0
132,324541.0,-243312,-567853.0,1,16,2,14,87.5,12.5,1.0,211.0,350000.0,72.0
133,4898.0,-147352,-152250.0,1,8,0,8,100.0,0.0,0.0,0.0,20900.0,48.0
134,173830.0,-22673,-196503.0,0,7,4,3,42.857142857142854,57.14285714285714,13.0,90813.0,90813.0,36.0
135,3265.0,-17112,-20377.0,0,4,2,2,50.0,50.0,13.0,552.0,7203.0,16.0
136,0.0,140182,140182.0,1,2,1,1,50.0,50.0,13.0,5311.0,0.0,1.0
137,7699.0,10812,3113.0,0,4,1,3,75.0,25.0,13.0,3173.0,14406.0,60.0
138,94841.0,-3597692,-3692533.0,0,14,4,10,71.42857142857143,28.57142857142857,84.0,13259.0,21609.0,17.5
139,5539.0,620424,614885.0,1,12,0,12,100.0,0.0,0.0,0.0,49999.0,36.0
140,15470.0,-372482,-387952.0,1,11,0,11,100.0,0.0,0.0,0.0,77200.0,59.5
141,235636.0,53746,-181890.0,1,22,0,22,100.0,0.0,0.0,0.0,138000.0,0.0
142,7109.0,-22645,-29754.0,1,5,0,5,100.0,0.0,0.0,0.0,10000.0,72.0
143,2300.0,-5400,-7700.0,0,27,15,12,44.44444444444444,55.55555555555556,11.0,6848.0,5000.0,25.0
144,300575.0,1909222,1608647.0,0,14,1,13,92.85714285714286,7.142857142857142,13.0,21892.0,64700.0,75.0
145,194169.0,25990,-168179.0,1,10,1,9,90.0,10.0,1.0,1943.0,20000.0,11.5
146,29920.0,1310301,1280381.0,0,3,0,3,100.0,0.0,0.0,0.0,272779.0,360.0
147,3768.0,-67800,-71568.0,1,20,0,20,100.0,0.0,0.0,0.0,126560.0,48.0
148,7957.0,570820,562863.0,1,5,1,4,80.0,20.0,13.0,735.0,34000.0,12.0
149,5452.0,1392768,1387316.0,1,18,1,17,94.44444444444444,5.555555555555555,4.0,1140.0,112721.0,36.0
150,52402.0,1561,-50841.0,0,7,3,4,57.14285714285714,42.857142857142854,13.0,32533.0,17300.0,3.0
151,63796.0,-1582725,-1646521.0,1,25,1,24,96.0,4.0,1.0,444.0,233338.0,900.0
152,0.0,-14403,-14403.0,0,1,0,1,100.0,0.0,0.0,0.0,2000.0,0.0
153,22962.0,-87423,-110385.0,0,7,1,6,85.71428571428571,14.285714285714285,13.0,2546.0,26855.0,36.0
154,132509.0,-1256255,-1388764.0,0,77,11,66,85.71428571428571,14.285714285714285,10.0,36018.0,20000.0,26.0
155,137862.0,-211059,-348921.0,1,27,4,23,85.18518518518519,14.814814814814813,13.0,156714.0,500000.0,900.0
156,0.0,5553,5553.0,0,3,1,2,66.66666666666666,33.33333333333333,84.0,8018.0,8018.0,1.0
157,25743.0,-5847648,-5873391.0,1,32,1,31,96.875,3.125,1.0,270.0,454519.0,450.0
158,73383.0,34974,-38409.0,0,9,3,6,66.66666666666666,33.33333333333333,13.0,2764.0,156595.0,360.0
159,29110.0,652912,623802.0,0,43,4,39,90.69767441860465,9.30232558139535,1.0,215239.0,209755.0,360.0
160,24424.0,131874,107450.0,1,6,1,5,83.33333333333334,16.666666666666664,1.0,3526.0,75000.0,71.5
161,86787.0,-3374112,-3460899.0,1,32,0,32,100.0,0.0,0.0,0.0,192800.0,71.0
162,1938.0,327468,325530.0,0,6,1,5,83.33333333333334,16.666666666666664,6.0,2303.0,21609.0,18.0
163,98467.41666666666,-3372336,-3470803.4166666665,1,22,0,22,100.0,0.0,0.0,0.0,2000000.0,720.0
164,45150.0,-704,-45854.0,0,16,2,14,87.5,12.5,13.0,6233.0,195000.0,36.0
165,20375.0,-31697,-52072.0,0,29,7,22,75.86206896551724,24.137931034482758,2.0,1576.0,50276.0,36.0
166,48054.0,13977,-34077.0,0,9,3,6,66.66666666666666,33.33333333333333,84.0,11222.0,14406.0,1.0
167,123240.0,-298400,-421640.0,0,32,13,19,59.375,40.625,57.0,4562.0,41100.0,120.0
168,353641.0,2611206,2257565.0,0,13,2,11,84.61538461538461,15.384615384615385,13.0,123450.0,185497.0,360.0
169,63978.0,-303251,-367229.0,0,13,3,10,76.92307692307693,23.076923076923077,13.0,95880.0,242028.0,360.0
170,1336896.0,-184775,-1521671.0,0,25,1,24,96.0,4.0,7.0,20.0,442400.0,180.0
171,233952.0,196830,-37122.0,0,27,4,23,85.18518518518519,14.814814814814813,13.0,218909.0,117500.0,180.0
172,8970.0,23695,14725.0,1,7,0,7,100.0,0.0,0.0,0.0,50000.0,159.0
173,8653.0,52030,43377.0,1,10,1,9,90.0,10.0,1.0,3761.0,62600.0,120.0
174,27745.0,-74760,-102505.0,1,35,4,31,88.57142857142857,11.428571428571429,4.0,735.0,150000.0,90.0
175,4676.0,-849705,-854381.0,1,15,1,14,93.33333333333333,6.666666666666667,1.0,624.0,20000.0,60.0
176,7829.0,-118853,-126682.0,0,7,1,6,85.71428571428571,14.285714285714285,13.0,7463.0,7203.0,18.0
177,9688.0,3171,-6517.0,0,7,4,3,42.857142857142854,57.14285714285714,13.0,4301.0,14406.0,20.0
178,19496.0,216680,197184.0,1,8,0,8,100.0,0.0,0.0,0.0,3000.0,60.0
179,0.0,24970,24970.0,1,2,0,2,100.0,0.0,0.0,0.0,0.0,0.0
180,136074.0,2322,-133752.0,0,43,20,23,53.48837209302325,46.51162790697674,84.0,17777.0,1088043.0,48.0
181,238899.0,-3969,-242868.0,0,9,4,5,55.55555555555556,44.44444444444444,18.0,49769.0,13164.0,27.5
182,40418.0,68220,27802.0,1,20,0,20,100.0,0.0,0.0,0.0,147300.0,95.0
183,56702.0,1279179,1222477.0,1,27,0,27,100.0,0.0,0.0,0.0,73800.0,60.0
184,4619.0,-257760,-262379.0,0,15,3,12,80.0,20.0,6.0,724.0,74000.0,48.0
185,0.0,3822,3822.0,0,2,1,1,50.0,50.0,6.0,8152.0,6700.0,1.0
186,31642.0,566532,534890.0,0,9,1,8,88.88888888888889,11.11111111111111,13.0,2629.0,20000.0,60.0
187,12928.0,30527,17599.0,0,7,1,6,85.71428571428571,14.285714285714285,6.0,837.0,266320.0,360.0
188,630.0,169688,169058.0,1,4,0,4,100.0,0.0,0.0,0.0,0.0,1.0
189,12179.0,12325,146.0,1,5,0,5,100.0,0.0,0.0,0.0,13580.0,0.0
190,128028.0,-90074875,-90202903.0,1,25,0,25,100.0,0.0,0.0,0.0,1814240.0,0.0
191,11791.0,-867504,-879295.0,1,11,1,10,90.9090909090909,9.090909090909092,1.0,289.0,155868.0,36.0
192,1290.0,267828,266538.0,1,6,0,6,100.0,0.0,0.0,0.0,184343.0,1.0
193,451612.0,-1486720,-1938332.0,0,40,9,31,77.5,22.5,13.0,213301.0,1107000.0,360.0
194,6047.0,-2205,-8252.0,1,21,4,17,80.95238095238095,19.047619047619047,4.0,2716.0,14700.0,1.0
195,8965.0,21060,12095.0,1,13,0,13,100.0,0.0,0.0,0.0,170739.0,60.0
196,86482.0,920,-85562.0,0,8,3,5,62.5,37.5,25.0,75809.0,77001.0,900.0
197,118344.0,1586040,1467696.0,0,8,1,7,87.5,12.5,13.0,122020.0,444000.0,72.0
198,36712.0,98460,61748.0,0,9,5,4,44.44444444444444,55.55555555555556,84.0,14536.0,210255.0,360.0
199,114842.0,271092,156250.0,0,57,26,31,54.385964912280706,45.614035087719294,13.0,11136.0,22206.0,26.0
200,732.0,696,-36.0,1,8,5,3,37.5,62.5,4.0,1381.0,8000.0,90.0
201,16109.0,294903,278794.0,0,3,1,2,66.66666666666666,33.33333333333333,84.0,4700.0,249135.0,36.0
202,47686.0,167499,119813.0,0,3,1,2,66.66666666666666,33.33333333333333,13.0,1406.0,268720.0,60.0
203,10676.0,214620,203944.0,1,30,6,24,80.0,20.0,13.0,3088.0,228915.0,360.0
204,56336.0,-380952,-437288.0,0,12,1,11,91.66666666666666,8.333333333333332,13.0,39841.0,39841.0,335.0
205,19609.25,-484050,-503659.25,1,30,2,28,93.33333333333333,6.666666666666667,2.0,1572.0,372314.0,300.0
206,140178.0,-25550,-165728.0,1,14,1,13,92.85714285714286,7.142857142857142,1.0,714.0,169851.0,48.0
207,12002.0,-68064,-80066.0,1,8,0,8,100.0,0.0,0.0,0.0,25650.0,36.0
208,7106.0,-12222,-19328.0,1,9,2,7,77.77777777777779,22.22222222222222,4.0,1000.0,45545.0,216.0
209,7622.0,-128982,-136604.0,1,21,5,16,76.19047619047619,23.809523809523807,24.0,2553.0,20072.0,24.0
210,17738.0,49950,32212.0,0,9,0,9,100.0,0.0,0.0,0.0,12881.0,18.0
211,34136.0,-262444,-296580.0,1,13,1,12,92.3076923076923,7.6923076923076925,13.0,3806.0,1233723.0,360.0
212,813.0,342288,341475.0,1,9,0,9,100.0,0.0,0.0,0.0,11500.0,73.0
213,215858.0,-24835113,-25050971.0,1,153,12,141,92.15686274509804,7.8431372549019605,6.0,102785.0,179351.0,36.0
214,20785.0,-263705,-284490.0,1,13,0,13,100.0,0.0,0.0,0.0,612000.0,240.0
215,4129.0,476469,472340.0,1,7,0,7,100.0,0.0,0.0,0.0,10000.0,13.0
216,46501.0,14148,-32353.0,0,9,5,4,44.44444444444444,55.55555555555556,13.0,19364.0,184515.0,360.0
217,31489.0,-709434,-740923.0,0,11,6,5,45.45454545454545,54.54545454545454,3.0,6647.0,31300.0,12.0
218,5706.0,3136,-2570.0,1,16,0,16,100.0,0.0,0.0,0.0,196055.0,360.0
219,188060.0,-3558919,-3746979.0,0,91,21,70,76.92307692307693,23.076923076923077,13.0,18580.0,359443.0,120.0
220,122867.0,-405972,-528839.0,0,18,6,12,66.66666666666666,33.33333333333333,54.0,2595.0,96100.0,54.0
221,24686.0,-10990,-35676.0,1,2,0,2,100.0,0.0,0.0,0.0,120000.0,18.0
222,1282.0,-4662,-5944.0,1,6,1,5,83.33333333333334,16.666666666666664,1.0,1687.0,12500.0,36.0
223,65843.25,1361877,1296033.75,0,33,14,19,57.57575757575758,42.42424242424242,30.0,10755.0,338712.0,60.0
224,69141.0,-96778,-165919.0,1,22,3,19,86.36363636363636,13.636363636363635,13.0,1269.0,204964.0,360.0
225,7426.0,-493,-7919.0,1,17,6,11,64.70588235294117,35.294117647058826,4.0,2773.0,4000.0,1000.0
226,68365.0,926012,857647.0,0,2,0,2,100.0,0.0,0.0,0.0,1396.0,0.0
227,8722.0,-6741448,-6750170.0,1,7,0,7,100.0,0.0,0.0,0.0,190000.0,180.0
228,35857.0,16820,-19037.0,0,10,0,10,100.0,0.0,0.0,0.0,36999.0,900.0
229,203159.0,28629,-174530.0,0,9,2,7,77.77777777777779,22.22222222222222,13.0,114346.0,48000.0,90.0
230,6369.0,-520416,-526785.0,1,12,0,12,100.0,0.0,0.0,0.0,167000.0,48.0
231,17810.0,-937135,-954945.0,1,23,0,23,100.0,0.0,0.0,0.0,221718.0,312.0
232,10632.0,288,-10344.0,1,9,1,8,88.88888888888889,11.11111111111111,1.0,4655.0,50000.0,36.0
233,234625.0,-630062,-864687.0,1,23,0,23,100.0,0.0,0.0,0.0,226690.0,360.0
234,12827.0,410723,397896.0,0,19,5,14,73.68421052631578,26.31578947368421,18.0,5680.0,40000.0,36.0
235,35411.0,8310,-27101.0,0,5,0,5,100.0,0.0,0.0,0.0,40800.0,120.0
236,17121.0,1277125,1260004.0,1,5,0,5,100.0,0.0,0.0,0.0,305000.0,36.0
237,215300.0,42483,-172817.0,0,17,3,14,82.35294117647058,17.647058823529413,13.0,26050.0,324071.0,360.0
238,5198.0,-7900,-13098.0,1,2,0,2,100.0,0.0,0.0,0.0,289761.0,72.0
239,6279.0,118632,112353.0,0,4,1,3,75.0,25.0,4.0,656.0,860.0,361.0
240,0.0,-31892,-31892.0,1,7,0,7,100.0,0.0,0.0,0.0,20000.0,1.0
241,10747.0,-20802,-31549.0,1,6,1,5,83.33333333333334,16.666666666666664,84.0,5460.0,162158.0,12.0
242,149421.0,-234450,-383871.0,0,15,0,15,100.0,0.0,0.0,0.0,92800.0,60.0
243,15374.0,-31142,-46516.0,0,23,4,19,82.6086956521739,17.391304347826086,61.0,12213.0,256476.0,360.0
244,49235.0,-3056900,-3106135.0,1,50,0,50,100.0,0.0,0.0,0.0,800101.0,360.0
245,1722.0,45975,44253.0,0,5,2,3,60.0,40.0,13.0,1100.0,14406.0,12.0
246,3145.0,-8051784,-8054929.0,1,26,14,12,46.15384615384615,53.84615384615385,13.0,1639.0,184560.0,19.5
247,25940.0,241748,215808.0,0,26,9,17,65.38461538461539,34.61538461538461,13.0,13608.0,41389.0,12.0
248,19456.0,1860,-17596.0,0,10,4,6,60.0,40.0,13.0,9511.0,9511.0,18.0
249,21214.0,-43602,-64816.0,0,13,3,10,76.92307692307693,23.076923076923077,13.0,2106.0,20000.0,12.0
250,5873.0,173710,167837.0,1,10,0,10,100.0,0.0,0.0,0.0,227788.0,48.0
251,53213.0,-1616,-54829.0,0,8,3,5,62.5,37.5,84.0,15778.0,20000.0,1.0
252,93730.0,29628,-64102.0,0,12,1,11,91.66666666666666,8.333333333333332,57.0,12271.0,25000.0,30.0
253,4446.0,-302524,-306970.0,0,4,2,2,50.0,50.0,8.0,1045.0,31000.0,25.0
254,22389.0,15234,-7155.0,0,3,2,1,33.33333333333333,66.66666666666666,60.0,5416.0,82800.0,18.0
